Date,Open,High,Low,Close,Volume
DATE,REAL,REAL,REAL,REAL,REAL
7/8/2008,11225.03,11459.52,11101.19,11384.21,60341100
7/9/2008,11381.93,11505.12,11115.61,11147.44,51810000
7/10/2008,11148.01,11351.24,11006.01,11229.02,58404300
7/11/2008,11226.17,11292.04,10908.64,11100.54,67422000
7/14/2008,11103.64,11299.7,10972.63,11055.19,54348600
7/15/2008,11050.8,11201.67,10731.96,10962.54,73636400
7/16/2008,10961.89,11308.41,10831.61,11239.28,67386300
7/17/2008,11238.39,11538.5,11118.46,11446.66,73652100
7/18/2008,11436.56,11599.57,11290.5,11496.57,56532800
7/21/2008,11495.02,11663.4,11339.02,11467.34,46306400
7/22/2008,11457.9,11692.79,11273.32,11602.5,61802300
7/23/2008,11603.39,11820.21,11410.02,11632.38,67058300
7/24/2008,11630.34,11714.21,11288.79,11349.28,61279800
7/25/2008,11341.14,11443.81,11325.1,11370.69,190925000
7/28/2008,11369.47,11369.55,11125.13,11131.08,197553000
7/29/2008,11133.44,11398.38,11128.06,11397.56,206935000
7/30/2008,11397.56,11586.62,11397.56,11583.69,208518000
7/31/2008,11577.99,11578.89,11363.69,11378.02,220202000
8/1/2008,11379.89,11425.73,11267.05,11326.32,189698000
8/4/2008,11326.32,11382.17,11221.53,11284.15,170255000
8/5/2008,11286.02,11615.93,11286.02,11615.77,234986000
8/6/2008,11603.64,11685.46,11521.32,11656.07,180060000
8/7/2008,11655.42,11655.58,11416.7,11431.43,229610000
8/8/2008,11432.09,11759.96,11388.04,11734.32,212831000
8/11/2008,11729.67,11867.11,11675.53,11782.35,183192000
8/12/2008,11781.7,11782.35,11601.52,11642.47,173588000
8/13/2008,11632.81,11633.78,11453.34,11532.96,182552000
8/14/2008,11532.07,11718.28,11450.89,11615.93,159785000
8/15/2008,11611.21,11709.89,11599.73,11659.9,215044000
8/18/2008,11659.65,11690.43,11434.12,11479.39,156291000
8/19/2008,11478.09,11478.17,11318.5,11348.55,171578000
8/20/2008,11345.94,11454.15,11290.58,11417.43,144884000
8/21/2008,11415.23,11476.21,11315.57,11430.21,130025000
8/22/2008,11426.79,11632.13,11426.79,11628.06,138785000
8/25/2008,11626.19,11626.27,11362.63,11386.25,148606000
8/26/2008,11383.56,11436.24,11340.41,11412.87,119805000
8/27/2008,11412.46,11554.46,11381.77,11502.51,120584000
8/28/2008,11499.87,11715.18,11499.79,11715.18,149151000
8/29/2008,11713.23,11713.23,11543.39,11543.55,166913000
9/2/2008,11545.63,11790.17,11471.9,11516.92,177087000
9/3/2008,11506.01,11554.38,11416.53,11532.88,174247000
9/4/2008,11532.48,11532.48,11176.02,11188.23,229202000
9/5/2008,11185.63,11245.15,11037.85,11220.96,198303000
9/8/2008,11224.87,11570.66,11224.79,11510.74,273001000
9/9/2008,11514.73,11577.5,11230.73,11230.73,257303000
9/10/2008,11233.91,11380.63,11215.26,11268.92,214262000
9/11/2008,11264.44,11445.68,11098.67,11433.71,247823000
9/12/2008,11429.32,11459.93,11280.4,11421.99,238882000
9/15/2008,11416.37,11416.45,10917.51,10917.51,432965000
9/16/2008,10905.62,11093.22,10742.7,11059.02,494755000
9/17/2008,11056.58,11057.31,10595.9,10609.66,463198000
9/18/2008,10609.01,11076.44,10459.44,11019.69,488057000
9/19/2008,11027.51,11483.05,11026.7,11388.44,655110000
9/22/2008,11394.42,11394.58,10992.2,11015.69,213211000
9/23/2008,11015.69,11143.21,10833.94,10854.17,204480000
9/24/2008,10850.02,10928.4,10753.57,10825.17,183626000
9/25/2008,10827.17,11129.19,10827.01,11022.06,218532000
9/26/2008,11019.04,11168.06,10868.82,11143.13,232564000
9/29/2008,11139.62,11139.94,10365.45,10365.45,385942000
9/30/2008,10371.58,10868.9,10371.42,10850.66,319770000
10/1/2008,10847.4,10882.52,10631.95,10831.07,256670000
10/2/2008,10825.54,10825.54,10439.52,10482.85,395328000
10/3/2008,10483.96,10796.26,10310.25,10325.38,299685000
10/6/2008,10322.52,10322.76,9525.32,9955.5,391457000
10/7/2008,9955.42,10124.03,9436.67,9447.11,362524000
10/8/2008,9437.23,9628.07,9194.78,9258.1,479269000
10/9/2008,9261.69,9448.14,8579.19,8579.19,436744000
10/10/2008,8568.67,8901.28,7882.51,8451.19,674918000
10/13/2008,8462.42,9427.99,8462.18,9387.61,399285000
10/14/2008,9388.97,9794.37,9085.43,9310.99,412743000
10/15/2008,9301.91,9308.76,8530.12,8577.91,374354000
10/16/2008,8577.04,9013.27,8197.67,8979.26,422454000
10/17/2008,8975.35,9281.12,8718.25,8852.22,360603000
10/20/2008,8852.3,9266.63,8852.22,9265.43,241402000
10/21/2008,9262.8,9284.55,9004.27,9033.66,231159000
10/22/2008,9027.84,9027.84,8335.3,8519.21,348838000
10/23/2008,8519.77,8795.99,8243.55,8691.25,340742000
10/24/2008,8683.21,8683.21,8187.48,8378.95,335679000
10/27/2008,8375.92,8599.1,8143.59,8175.77,281171189
10/28/2008,8178.72,9082.08,8174.73,9065.12,372156250
10/29/2008,9062.33,9363.32,8890.29,8990.96,316230474
10/30/2008,9004.66,9266.47,8976.87,9180.69,267210826
10/31/2008,9179.09,9454.36,9119.2,9325.01,310946152
11/3/2008,9326.04,9410.55,9255.48,9319.83,180968670
11/4/2008,9323.89,9653.95,9323.89,9625.28,254925263
11/5/2008,9616.6,9616.6,9111.47,9139.27,264635550
11/6/2008,9134.01,9155.44,8637.17,8695.79,344352195
11/7/2008,8696.03,8961.57,8696.03,8943.81,246303045
11/10/2008,8946.6,9159.58,8760.46,8870.54,221232739
11/11/2008,8864.32,8867.91,8560.71,8693.96,257273221
11/12/2008,8684.52,8684.6,8265.29,8282.66,314660303
11/13/2008,8281.14,8876.59,7965.42,8835.25,476602837
11/14/2008,8822.19,8923.18,8469.99,8497.31,304368697
11/17/2008,8494.84,8571.3,8246.89,8273.58,278222025
11/18/2008,8273.34,8477.95,8105.44,8424.75,366392826
11/19/2008,8420.69,8504.64,7987.08,7997.28,350470954
11/20/2008,7995.53,8187.4,7506.97,7552.29,528128651
11/21/2008,7552.37,8071.75,7449.38,8046.42,569011068
11/24/2008,8048.09,8599.02,8048.09,8443.39,491886976
11/25/2008,8445.14,8607.38,8281.46,8479.47,374023555
11/26/2008,8464.49,8726.61,8311.17,8726.61,283920023
11/27/2008,8726.61,8726.61,8726.61,8726.61,0
11/28/2008,8724.7,8831.35,8672.69,8829.04,155506468
12/1/2008,8826.89,8827.05,8141.36,8149.09,321013364
12/2/2008,8153.75,8437.17,8143.51,8419.09,307519227
12/3/2008,8409.14,8624.19,8234.15,8591.69,294684777
12/4/2008,8587.07,8631.99,8259.4,8376.24,280883842
12/5/2008,8376.08,8686.47,8118.5,8635.42,346372715
12/8/2008,8637.65,9026.41,8637.49,8934.18,358971167
12/9/2008,8934.1,8934.1,8651.74,8691.33,284952242
12/10/2008,8693,8879.22,8646.33,8761.42,232827295
12/11/2008,8750.13,8809.45,8512.76,8565.09,290540944
12/12/2008,8563.1,8682.57,8347.81,8629.68,271029914
12/15/2008,8628.81,8676.28,8469.03,8564.53,229943372
12/16/2008,8565.65,8958.79,8565.65,8924.14,337185597
12/17/2008,8921.91,8961.26,8778.07,8824.34,239257186
12/18/2008,8823.94,8883.36,8527.41,8604.99,274075902
12/19/2008,8606.5,8787.23,8550.43,8579.11,550152625
12/22/2008,8573.37,8601.41,8372.02,8519.77,211085328
12/23/2008,8518.65,8604.12,8391.3,8419.49,174640800
12/24/2008,8416.86,8498.5,8416.86,8468.48,66933894
12/25/2008,8468.48,8468.48,8468.48,8468.48,0
12/26/2008,8468.71,8533.07,8461.78,8515.55,86769008
12/29/2008,8515.87,8530.68,8364.06,8483.93,153726074
12/30/2008,8487.51,8675.24,8487.51,8668.39,162563242
12/31/2008,8666.48,8842.66,8664.89,8776.39,226762839
1/1/2009,8776.39,8776.39,8776.39,8776.39,0
1/2/2009,8772.25,9065.28,8760.78,9034.69,213703331
1/5/2009,9027.13,9034.37,8892.36,8952.89,233756609
1/6/2009,8954.57,9088.06,8940.95,9015.1,215412076
1/7/2009,8996.94,8996.94,8719.92,8769.7,266710359
1/8/2009,8769.94,8770.02,8651.19,8742.46,226623868
1/9/2009,8738.8,8769.62,8576.96,8599.18,204295322
1/12/2009,8599.26,8602.6,8421.08,8473.97,273548059
1/13/2009,8474.61,8522.08,8376.88,8448.56,304050114
1/14/2009,8446.01,8446.25,8140.72,8200.14,355053418
1/15/2009,8196.24,8286.16,7995.13,8212.49,436663177
1/16/2009,8215.67,8341.2,8109.34,8281.22,439358818
1/19/2009,8281.22,8281.22,8281.22,8281.22,0
1/20/2009,8279.63,8291.98,7939.93,7949.09,419199623
1/21/2009,7949.17,8243.55,7936.19,8228.1,410036915
1/22/2009,8224.43,8224.83,7957.14,8122.8,420040769
1/23/2009,8108.79,8152.59,7909.03,8077.56,370506096
1/26/2009,8078.04,8231.68,8023.16,8116.03,316716768
1/27/2009,8117.39,8225.79,8083.14,8174.73,247747319
1/28/2009,8175.93,8405.87,8175.93,8375.45,357935947
1/29/2009,8373.06,8373.14,8137.94,8149.01,247446426
1/30/2009,8149.01,8195.76,7961.92,8000.86,303156248
2/2/2009,8000.62,8000.62,7867.37,7936.83,293885384
2/3/2009,7936.99,8111.57,7905.52,8078.36,313086569
2/4/2009,8070.32,8162.15,7929.26,7956.66,345515903
2/5/2009,7954.83,8107.83,7845.31,8063.07,390974383
2/6/2009,8056.38,8312.37,8052.24,8280.59,396377405
2/9/2009,8281.38,8315.07,8196.24,8270.87,289278993
2/10/2009,8269.36,8269.44,7848.74,7888.88,449893576
2/11/2009,7887.05,7983.74,7852.16,7939.53,270283855
2/12/2009,7931.97,7938.82,7693.98,7932.76,331956649
2/13/2009,7933,7970.84,7840.45,7850.41,251958200
2/16/2009,7850.41,7850.41,7850.41,7850.41,0
2/17/2009,7845.63,7845.63,7551.01,7552.6,332848413
2/18/2009,7546.35,7617.76,7479.97,7555.63,268217273
2/19/2009,7555.23,7614.97,7447.55,7465.95,301476548
2/20/2009,7461.49,7469.29,7249.47,7365.67,584899403
2/23/2009,7365.99,7434.41,7105.94,7114.78,406147473
2/24/2009,7115.34,7378.97,7114.3,7350.94,468014533
